,atp,location,tournament,date,series,court,surface,round,winner,loser,wrank,lrank,wpts,lpts,wsets,lsets,b365w,b365l,avgw,avgl,total_games,sumw,suml,totg_avg
6411,53,Kuala Lumpur,Proton Malaysian Open,2010-10-01,ATP250,Indoor,Hard,Quarterfinals,Youzhny M.,Baghdatis M.,9.0,18.0,3295.0,2030.0,2.0,1.0,1.66,2.1,1.68,2.12,32.0,19.0,13.0,23.57
6412,53,Kuala Lumpur,Proton Malaysian Open,2010-10-01,ATP250,Indoor,Hard,Quarterfinals,Ferrer D.,Berdych T.,11.0,7.0,3135.0,3760.0,2.0,1.0,2.2,1.61,2.1,1.69,32.0,17.0,15.0,22.7
6413,53,Kuala Lumpur,Proton Malaysian Open,2010-10-01,ATP250,Indoor,Hard,Quarterfinals,Golubev A.,Soderling R.,41.0,5.0,1080.0,4910.0,2.0,0.0,6.5,1.1,6.05,1.11,17.0,12.0,5.0,22.17
6414,53,Kuala Lumpur,Proton Malaysian Open,2010-10-02,ATP250,Indoor,Hard,Semifinals,Youzhny M.,Andreev I.,9.0,102.0,3295.0,540.0,2.0,1.0,1.28,3.5,1.32,3.32,23.0,15.0,8.0,23.62
6415,53,Kuala Lumpur,Proton Malaysian Open,2010-10-02,ATP250,Indoor,Hard,Semifinals,Golubev A.,Ferrer D.,41.0,11.0,1080.0,3135.0,2.0,0.0,2.75,1.4,2.7,1.44,25.0,14.0,11.0,22.26
6416,53,Kuala Lumpur,Proton Malaysian Open,2010-10-03,ATP250,Indoor,Hard,The Final,Youzhny M.,Golubev A.,9.0,41.0,3295.0,1080.0,2.0,1.0,1.53,2.5,2.55,2.41,34.0,19.0,15.0,22.77
6417,54,Beijing,China Open,2010-10-04,ATP500,Outdoor,Hard,1st Round,Isner J.,Yang T.H.,22.0,276.0,1715.0,164.0,2.0,0.0,1.06,8.0,1.05,9.07,22.0,13.0,9.0,23.75
6418,54,Beijing,China Open,2010-10-04,ATP500,Outdoor,Hard,1st Round,Fish M.,Tipsarevic J.,19.0,34.0,1946.0,1195.0,2.0,0.0,1.8,1.9,1.78,1.97,21.0,13.0,8.0,22.72
6419,54,Beijing,China Open,2010-10-04,ATP500,Outdoor,Hard,1st Round,Berrer M.,Berdych T.,51.0,7.0,917.0,3760.0,2.0,1.0,4.5,1.16,4.49,1.19,32.0,17.0,15.0,22.7
6420,54,Beijing,China Open,2010-10-04,ATP500,Outdoor,Hard,1st Round,Simon G.,Querrey S.,43.0,21.0,1055.0,1795.0,2.0,1.0,1.61,2.2,1.67,2.17,26.0,15.0,11.0,24.66
6421,54,Beijing,China Open,2010-10-04,ATP500,Outdoor,Hard,1st Round,Kohlschreiber P.,Verdasco F.,32.0,9.0,1215.0,3330.0,2.0,0.0,2.2,1.61,2.16,1.65,20.0,13.0,7.0,23.81
6422,54,Beijing,China Open,2010-10-05,ATP500,Outdoor,Hard,1st Round,Dolgopolov O.,Baghdatis M.,56.0,18.0,872.0,2030.0,2.0,0.0,2.75,1.4,2.61,1.47,20.0,12.0,8.0,23.57
6423,54,Beijing,China Open,2010-10-05,ATP500,Outdoor,Hard,1st Round,Ferrer D.,Istomin D.,11.0,44.0,3135.0,1051.0,2.0,0.0,1.33,3.25,1.35,3.05,17.0,12.0,5.0,23.36
6424,54,Beijing,China Open,2010-10-05,ATP500,Outdoor,Hard,1st Round,Murray A.,Mathieu P.H.,4.0,107.0,5035.0,504.0,2.0,0.0,1.12,5.5,1.14,5.24,17.0,12.0,5.0,23.32
6425,54,Beijing,China Open,2010-10-05,ATP500,Outdoor,Hard,1st Round,Almagro N.,Kubot L.,16.0,64.0,2150.0,790.0,2.0,0.0,1.28,3.5,1.31,3.31,20.0,13.0,7.0,23.17
6426,54,Beijing,China Open,2010-10-05,ATP500,Outdoor,Hard,1st Round,Djokovic N.,Gong M.X.,2.0,356.0,7145.0,111.0,2.0,0.0,1.005,21.0,1.01,17.28,16.0,12.0,4.0,17.67
6427,54,Beijing,China Open,2010-10-05,ATP500,Outdoor,Hard,1st Round,Cilic M.,Bellucci T.,14.0,27.0,2540.0,1455.0,2.0,0.0,1.33,3.25,1.33,3.17,16.0,12.0,4.0,24.31
6428,54,Beijing,China Open,2010-10-05,ATP500,Outdoor,Hard,1st Round,Lu Y.H.,Marchenko I.,45.0,72.0,1043.0,686.0,2.0,0.0,2.0,1.72,1.92,1.81,23.0,13.0,10.0,23.52
6429,54,Beijing,China Open,2010-10-05,ATP500,Outdoor,Hard,1st Round,Ljubicic I.,Youzhny M.,17.0,8.0,2120.0,3500.0,2.0,0.0,3.0,1.36,3.04,1.36,22.0,13.0,9.0,23.07
6430,54,Beijing,China Open,2010-10-05,ATP500,Outdoor,Hard,1st Round,Soderling R.,Robredo T.,5.0,42.0,4910.0,1075.0,2.0,1.0,1.2,4.33,1.22,4.08,27.0,16.0,11.0,22.72
6431,54,Beijing,China Open,2010-10-05,ATP500,Outdoor,Hard,1st Round,Davydenko N.,Mayer F.,6.0,47.0,3945.0,978.0,2.0,0.0,1.3,3.4,1.32,3.24,19.0,12.0,7.0,22.29
6432,54,Beijing,China Open,2010-10-06,ATP500,Outdoor,Hard,2nd Round,Simon G.,Berrer M.,43.0,51.0,1055.0,917.0,2.0,1.0,1.25,3.75,1.26,3.67,36.0,19.0,17.0,24.22
6433,54,Beijing,China Open,2010-10-06,ATP500,Outdoor,Hard,2nd Round,Isner J.,Kohlschreiber P.,22.0,32.0,1715.0,1215.0,2.0,1.0,2.1,1.66,2.11,1.68,31.0,16.0,15.0,23.26
6434,54,Beijing,China Open,2010-10-06,ATP500,Outdoor,Hard,2nd Round,Davydenko N.,Cilic M.,6.0,14.0,3945.0,2540.0,2.0,0.0,2.0,1.72,2.0,1.76,24.0,14.0,10.0,23.42
6435,54,Beijing,China Open,2010-10-07,ATP500,Outdoor,Hard,2nd Round,Ferrer D.,Lu Y.H.,11.0,45.0,3135.0,1043.0,2.0,1.0,1.14,5.0,1.17,4.73,25.0,15.0,10.0,22.34
6436,54,Beijing,China Open,2010-10-07,ATP500,Outdoor,Hard,2nd Round,Soderling R.,Almagro N.,5.0,16.0,4910.0,2150.0,2.0,1.0,1.28,3.5,1.33,3.2,31.0,17.0,14.0,23.64
6437,54,Beijing,China Open,2010-10-07,ATP500,Outdoor,Hard,2nd Round,Murray A.,Montanes A.,4.0,24.0,5035.0,1610.0,2.0,0.0,1.06,8.0,1.07,8.14,21.0,13.0,8.0,22.02
6438,54,Beijing,China Open,2010-10-07,ATP500,Outdoor,Hard,2nd Round,Ljubicic I.,Dolgopolov O.,17.0,56.0,2120.0,872.0,2.0,0.0,1.57,2.25,1.71,2.1,22.0,13.0,9.0,23.17
6439,54,Beijing,China Open,2010-10-08,ATP500,Outdoor,Hard,Quarterfinals,Djokovic N.,Simon G.,2.0,43.0,7145.0,1055.0,2.0,0.0,1.2,4.33,1.22,4.09,17.0,12.0,5.0,23.05
6440,54,Beijing,China Open,2010-10-08,ATP500,Outdoor,Hard,Quarterfinals,Isner J.,Davydenko N.,22.0,6.0,1715.0,3945.0,2.0,0.0,2.37,1.53,2.28,1.6,23.0,13.0,10.0,22.18
6441,54,Beijing,China Open,2010-10-08,ATP500,Outdoor,Hard,Quarterfinals,Ferrer D.,Soderling R.,11.0,5.0,3135.0,4910.0,2.0,0.0,2.62,1.44,2.44,1.53,18.0,12.0,6.0,22.17
6442,54,Beijing,China Open,2010-10-08,ATP500,Outdoor,Hard,Quarterfinals,Ljubicic I.,Murray A.,17.0,4.0,2120.0,5035.0,2.0,0.0,6.0,1.11,5.31,1.14,17.0,12.0,5.0,22.44
6443,54,Beijing,China Open,2010-10-09,ATP500,Outdoor,Hard,Semifinals,Djokovic N.,Isner J.,2.0,22.0,7145.0,1715.0,2.0,0.0,1.22,4.0,1.25,3.82,21.0,13.0,8.0,26.66
6444,54,Beijing,China Open,2010-10-09,ATP500,Outdoor,Hard,Semifinals,Ferrer D.,Ljubicic I.,11.0,17.0,3135.0,2120.0,2.0,1.0,1.38,2.87,1.42,2.76,30.0,16.0,14.0,23.23
6445,54,Beijing,China Open,2010-10-10,ATP500,Outdoor,Hard,The Final,Djokovic N.,Ferrer D.,2.0,11.0,7145.0,3135.0,2.0,0.0,1.25,4.0,1.25,3.82,18.0,12.0,6.0,22.26
6446,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-04,ATP500,Outdoor,Hard,1st Round,Gimeno Traver D.,Schwank E.,118.0,57.0,458.0,868.0,2.0,0.0,1.53,2.37,1.54,2.41,20.0,12.0,8.0,22.74
6447,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-04,ATP500,Outdoor,Hard,1st Round,Lopez F.,Del Potro J.M.,23.0,36.0,1685.0,1170.0,2.0,0.0,2.25,1.57,2.39,1.55,15.0,12.0,3.0,22.61
6448,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-04,ATP500,Outdoor,Hard,1st Round,Tursunov D.,Gulbis E.,432.0,25.0,83.0,1540.0,2.0,0.0,4.33,1.2,4.09,1.22,19.0,12.0,7.0,23.31
6449,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-04,ATP500,Outdoor,Hard,1st Round,Stepanek R.,Falla A.,37.0,73.0,1145.0,685.0,2.0,1.0,1.5,2.5,1.5,2.54,34.0,16.0,18.0,21.83
6450,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-05,ATP500,Outdoor,Hard,1st Round,Roddick A.,Ito T.,10.0,181.0,3180.0,284.0,2.0,0.0,1.02,12.0,1.04,10.78,19.0,12.0,7.0,23.0
6451,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-05,ATP500,Outdoor,Hard,1st Round,Chardy J.,Roger Vasselin E.,60.0,105.0,820.0,525.0,2.0,0.0,1.33,3.25,1.35,3.05,22.0,13.0,9.0,24.42
6452,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-05,ATP500,Outdoor,Hard,1st Round,Chiudinelli M.,Llodra M.,75.0,28.0,680.0,1345.0,2.0,0.0,3.4,1.3,3.28,1.31,15.0,12.0,3.0,22.35
6453,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-05,ATP500,Outdoor,Hard,1st Round,Gasquet R.,De Bakker T.,30.0,46.0,1305.0,980.0,2.0,0.0,1.5,2.5,1.51,2.48,22.0,13.0,9.0,23.21
6454,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-05,ATP500,Outdoor,Hard,1st Round,Garcia Lopez G.,Ram R.,39.0,174.0,1130.0,290.0,2.0,1.0,1.25,3.75,1.27,3.59,36.0,19.0,17.0,23.52
6455,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-05,ATP500,Outdoor,Hard,1st Round,Troicki V.,Nishikori K.,54.0,121.0,885.0,452.0,2.0,0.0,1.44,2.62,1.51,2.5,18.0,12.0,6.0,22.71
6456,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-05,ATP500,Outdoor,Hard,1st Round,Monfils G.,Soeda G.,15.0,104.0,2160.0,534.0,2.0,0.0,1.08,7.0,1.11,6.25,23.0,13.0,10.0,22.45
6457,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-05,ATP500,Outdoor,Hard,1st Round,Raonic M.,Serra F.,200.0,70.0,255.0,706.0,2.0,1.0,1.83,1.83,1.92,1.81,29.0,15.0,14.0,22.76
6458,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-05,ATP500,Outdoor,Hard,1st Round,Nadal R.,Giraldo S.,1.0,63.0,12070.0,793.0,2.0,0.0,1.01,15.0,1.02,13.48,20.0,12.0,8.0,22.58
6459,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-05,ATP500,Outdoor,Hard,1st Round,Seppi A.,Dodig I.,58.0,141.0,855.0,399.0,2.0,1.0,1.53,2.37,1.59,2.29,27.0,15.0,12.0,23.21
6460,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-05,ATP500,Outdoor,Hard,1st Round,Melzer J.,Monaco J.,13.0,35.0,2560.0,1175.0,2.0,1.0,1.36,3.0,1.35,3.08,27.0,16.0,11.0,22.93
6461,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-05,ATP500,Outdoor,Hard,1st Round,Nieminen J.,Tsonga J.W.,48.0,12.0,950.0,2850.0,2.0,1.0,2.37,1.53,2.43,1.53,29.0,17.0,12.0,23.78
6462,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-06,ATP500,Outdoor,Hard,2nd Round,Garcia Lopez G.,Lopez F.,39.0,23.0,1130.0,1685.0,2.0,0.0,2.62,1.44,2.54,1.49,23.0,13.0,10.0,24.76
6463,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-06,ATP500,Outdoor,Hard,2nd Round,Tursunov D.,Gasquet R.,432.0,30.0,83.0,1305.0,2.0,1.0,3.5,1.28,3.35,1.31,30.0,14.0,16.0,22.81
6464,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-06,ATP500,Outdoor,Hard,2nd Round,Nieminen J.,Gimeno Traver D.,48.0,118.0,950.0,458.0,2.0,0.0,1.57,2.25,1.62,2.22,22.0,13.0,9.0,23.36
6465,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-07,ATP500,Outdoor,Hard,2nd Round,Roddick A.,Chardy J.,10.0,60.0,3180.0,820.0,2.0,0.0,1.33,3.25,1.31,3.32,23.0,13.0,10.0,23.57
6466,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-07,ATP500,Outdoor,Hard,2nd Round,Troicki V.,Melzer J.,54.0,13.0,885.0,2560.0,2.0,1.0,2.2,1.61,2.23,1.61,35.0,17.0,18.0,22.94
6467,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-07,ATP500,Outdoor,Hard,2nd Round,Monfils G.,Seppi A.,15.0,58.0,2160.0,855.0,2.0,0.0,1.22,4.0,1.24,3.83,20.0,12.0,8.0,23.49
6468,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-07,ATP500,Outdoor,Hard,2nd Round,Nadal R.,Raonic M.,1.0,200.0,12070.0,255.0,2.0,0.0,1.01,15.0,1.02,14.2,20.0,12.0,8.0,24.09
6469,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-08,ATP500,Outdoor,Hard,Quarterfinals,Monfils G.,Roddick A.,15.0,10.0,2160.0,3180.0,2.0,1.0,2.37,1.53,2.25,1.61,36.0,18.0,18.0,23.53
6470,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-08,ATP500,Outdoor,Hard,Quarterfinals,Nadal R.,Tursunov D.,1.0,432.0,12070.0,83.0,2.0,0.0,1.04,10.0,1.03,11.49,17.0,12.0,5.0,23.14
6471,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-08,ATP500,Outdoor,Hard,Quarterfinals,Troicki V.,Garcia Lopez G.,54.0,39.0,885.0,1130.0,2.0,1.0,1.66,2.1,1.7,2.09,27.0,15.0,12.0,23.4
6472,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-09,ATP500,Outdoor,Hard,Semifinals,Monfils G.,Stepanek R.,15.0,37.0,2160.0,1145.0,2.0,0.0,1.33,3.25,1.35,3.09,18.0,12.0,6.0,22.55
6473,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-09,ATP500,Outdoor,Hard,Semifinals,Nadal R.,Troicki V.,1.0,54.0,12070.0,885.0,2.0,1.0,1.06,8.0,1.06,8.75,36.0,18.0,18.0,22.79
6474,55,Tokyo,Rakuten Japan Open Tennis Championships,2010-10-10,ATP500,Outdoor,Hard,The Final,Nadal R.,Monfils G.,1.0,15.0,12070.0,2160.0,2.0,0.0,1.28,3.75,1.29,3.51,19.0,13.0,6.0,23.3
6475,56,Shanghai,Shanghai Masters,2010-10-10,Masters 1000,Outdoor,Hard,1st Round,Robredo T.,Montanes A.,43.0,23.0,1075.0,1610.0,2.0,0.0,1.44,2.62,1.44,2.7,22.0,13.0,9.0,22.02
6476,56,Shanghai,Shanghai Masters,2010-10-10,Masters 1000,Outdoor,Hard,1st Round,Dolgopolov O.,Almagro N.,55.0,16.0,897.0,2210.0,2.0,1.0,2.62,1.44,2.5,1.5,33.0,16.0,17.0,23.64
6477,56,Shanghai,Shanghai Masters,2010-10-11,Masters 1000,Outdoor,Hard,1st Round,Tsonga J.W.,Lopez F.,13.0,22.0,2390.0,1685.0,2.0,0.0,1.66,2.1,1.74,2.02,22.0,13.0,9.0,24.76
6478,56,Shanghai,Shanghai Masters,2010-10-11,Masters 1000,Outdoor,Hard,1st Round,Garcia Lopez G.,Schwank E.,35.0,56.0,1175.0,868.0,2.0,1.0,1.25,3.75,1.27,3.6,31.0,18.0,13.0,22.74
6479,56,Shanghai,Shanghai Masters,2010-10-11,Masters 1000,Outdoor,Hard,1st Round,Melzer J.,Yang T.H.,12.0,279.0,2560.0,164.0,2.0,0.0,1.05,9.0,1.06,8.59,23.0,13.0,10.0,23.75
6480,56,Shanghai,Shanghai Masters,2010-10-11,Masters 1000,Outdoor,Hard,1st Round,Chardy J.,Baghdatis M.,59.0,18.0,820.0,2030.0,2.0,0.0,1.9,1.8,1.95,1.79,20.0,13.0,7.0,23.57
6481,56,Shanghai,Shanghai Masters,2010-10-11,Masters 1000,Outdoor,Hard,1st Round,De Bakker T.,Verdasco F.,47.0,9.0,980.0,3330.0,2.0,0.0,3.0,1.36,2.88,1.39,25.0,14.0,11.0,23.81
6482,56,Shanghai,Shanghai Masters,2010-10-11,Masters 1000,Outdoor,Hard,1st Round,Zverev M.,Stakhovsky S.,118.0,34.0,457.0,1209.0,2.0,1.0,1.9,1.8,1.92,1.82,30.0,17.0,13.0,23.54
6483,56,Shanghai,Shanghai Masters,2010-10-11,Masters 1000,Outdoor,Hard,1st Round,Wawrinka S.,Simon G.,21.0,39.0,1765.0,1100.0,2.0,0.0,1.9,1.8,1.88,2.28,17.0,12.0,5.0,23.05
6484,56,Shanghai,Shanghai Masters,2010-10-11,Masters 1000,Outdoor,Hard,1st Round,Monaco J.,Serra F.,41.0,70.0,1085.0,706.0,2.0,0.0,2.0,1.72,1.94,1.79,23.0,13.0,10.0,22.76
6485,56,Shanghai,Shanghai Masters,2010-10-12,Masters 1000,Outdoor,Hard,1st Round,Gimeno Traver D.,Istomin D.,60.0,44.0,813.0,1051.0,2.0,1.0,2.5,1.5,2.5,1.5,27.0,15.0,12.0,23.36
6486,56,Shanghai,Shanghai Masters,2010-10-12,Masters 1000,Outdoor,Hard,1st Round,Isner J.,Kubot L.,20.0,65.0,1850.0,745.0,2.0,1.0,1.08,7.0,1.12,6.05,36.0,18.0,18.0,23.17
6487,56,Shanghai,Shanghai Masters,2010-10-12,Masters 1000,Outdoor,Hard,1st Round,Bai Y.,Stepanek R.,465.0,30.0,74.0,1325.0,2.0,0.0,9.0,1.05,8.76,1.06,19.0,12.0,7.0,22.55
6488,56,Shanghai,Shanghai Masters,2010-10-12,Masters 1000,Outdoor,Hard,1st Round,Tipsarevic J.,Golubev A.,37.0,33.0,1130.0,1210.0,2.0,0.0,1.61,2.2,1.66,2.17,19.0,12.0,7.0,22.77
6489,56,Shanghai,Shanghai Masters,2010-10-12,Masters 1000,Outdoor,Hard,1st Round,Ljubicic I.,Zhang Z.,17.0,308.0,2190.0,141.0,2.0,1.0,1.06,8.0,1.07,8.03,31.0,17.0,14.0,21.0
6490,56,Shanghai,Shanghai Masters,2010-10-12,Masters 1000,Outdoor,Hard,1st Round,Ferrer D.,Llodra M.,10.0,28.0,3280.0,1345.0,2.0,0.0,1.25,3.75,1.27,3.61,20.0,13.0,7.0,22.35
6491,56,Shanghai,Shanghai Masters,2010-10-13,Masters 1000,Outdoor,Hard,1st Round,Bellucci T.,Ilhan M.,25.0,103.0,1455.0,535.0,2.0,1.0,1.57,2.25,1.63,2.23,28.0,15.0,13.0,21.67
6492,56,Shanghai,Shanghai Masters,2010-10-13,Masters 1000,Outdoor,Hard,1st Round,Mayer F.,Anderson K.,48.0,64.0,966.0,755.0,2.0,0.0,2.2,1.61,2.2,1.64,16.0,12.0,4.0,24.44
6493,56,Shanghai,Shanghai Masters,2010-10-13,Masters 1000,Outdoor,Hard,1st Round,Gasquet R.,Gulbis E.,31.0,26.0,1305.0,1450.0,2.0,0.0,1.57,2.25,1.67,2.15,17.0,12.0,5.0,23.31
6494,56,Shanghai,Shanghai Masters,2010-10-13,Masters 1000,Outdoor,Hard,1st Round,Querrey S.,Berrer M.,24.0,50.0,1545.0,950.0,2.0,0.0,1.36,3.0,1.39,2.88,22.0,13.0,9.0,24.22
6495,56,Shanghai,Shanghai Masters,2010-10-13,Masters 1000,Outdoor,Hard,1st Round,Monfils G.,Becker B.,14.0,61.0,2370.0,807.0,2.0,0.0,1.28,3.5,1.3,3.38,19.0,13.0,6.0,22.79
6496,56,Shanghai,Shanghai Masters,2010-10-13,Masters 1000,Outdoor,Hard,1st Round,Seppi A.,Cilic M.,58.0,15.0,855.0,2330.0,2.0,0.0,4.33,1.2,3.81,1.25,16.0,12.0,4.0,23.42
6497,56,Shanghai,Shanghai Masters,2010-10-13,Masters 1000,Outdoor,Hard,1st Round,Lu Y.H.,Wu D.,42.0,399.0,1080.0,96.0,2.0,0.0,1.08,7.0,1.1,6.6,17.0,12.0,5.0,20.1
6498,56,Shanghai,Shanghai Masters,2010-10-12,Masters 1000,Outdoor,Hard,2nd Round,Berdych T.,Robredo T.,7.0,43.0,3715.0,1075.0,2.0,0.0,1.44,2.62,1.45,2.66,16.0,12.0,4.0,22.72
6499,56,Shanghai,Shanghai Masters,2010-10-13,Masters 1000,Outdoor,Hard,2nd Round,Chardy J.,Dolgopolov O.,59.0,55.0,820.0,897.0,2.0,1.0,1.57,2.25,1.61,2.25,27.0,17.0,10.0,23.17
6500,56,Shanghai,Shanghai Masters,2010-10-13,Masters 1000,Outdoor,Hard,2nd Round,Melzer J.,Gimeno Traver D.,12.0,60.0,2560.0,813.0,2.0,0.0,1.33,3.25,1.34,3.19,22.0,13.0,9.0,23.36
6501,56,Shanghai,Shanghai Masters,2010-10-13,Masters 1000,Outdoor,Hard,2nd Round,Djokovic N.,Ljubicic I.,2.0,17.0,7145.0,2190.0,2.0,0.0,1.12,5.5,1.14,5.4,18.0,12.0,6.0,23.23
6502,56,Shanghai,Shanghai Masters,2010-10-13,Masters 1000,Outdoor,Hard,2nd Round,Soderling R.,Tipsarevic J.,5.0,37.0,4825.0,1130.0,2.0,0.0,1.4,2.75,1.45,2.66,22.0,13.0,9.0,22.72
6503,56,Shanghai,Shanghai Masters,2010-10-13,Masters 1000,Outdoor,Hard,2nd Round,Murray A.,Bai Y.,4.0,465.0,5125.0,74.0,2.0,0.0,1.01,13.0,1.02,13.0,16.0,12.0,4.0,20.43
6504,56,Shanghai,Shanghai Masters,2010-10-13,Masters 1000,Outdoor,Hard,2nd Round,Nadal R.,Wawrinka S.,1.0,21.0,12390.0,1765.0,2.0,0.0,1.16,4.5,1.2,4.39,20.0,12.0,8.0,23.79
6505,56,Shanghai,Shanghai Masters,2010-10-13,Masters 1000,Outdoor,Hard,2nd Round,Seppi A.,Lu Y.H.,58.0,42.0,855.0,1080.0,2.0,0.0,1.72,2.0,1.75,2.0,22.0,13.0,9.0,22.34
6506,56,Shanghai,Shanghai Masters,2010-10-13,Masters 1000,Outdoor,Hard,2nd Round,Gasquet R.,Monfils G.,31.0,14.0,1305.0,2370.0,2.0,1.0,2.2,1.61,2.2,1.62,29.0,15.0,14.0,23.3
6507,56,Shanghai,Shanghai Masters,2010-10-13,Masters 1000,Outdoor,Hard,2nd Round,Tsonga J.W.,Querrey S.,13.0,24.0,2390.0,1545.0,2.0,0.0,,,1.71,2.12,20.0,13.0,7.0,24.66
6508,56,Shanghai,Shanghai Masters,2010-10-13,Masters 1000,Outdoor,Hard,2nd Round,Ferrer D.,Bellucci T.,10.0,25.0,3280.0,1455.0,2.0,0.0,,,1.23,3.66,22.0,13.0,9.0,24.31
6509,56,Shanghai,Shanghai Masters,2010-10-13,Masters 1000,Outdoor,Hard,2nd Round,Mayer F.,Youzhny M.,48.0,8.0,966.0,3345.0,2.0,1.0,,,2.96,1.38,30.0,18.0,12.0,23.07
6510,56,Shanghai,Shanghai Masters,2010-10-13,Masters 1000,Outdoor,Hard,2nd Round,Monaco J.,De Bakker T.,41.0,47.0,1085.0,980.0,2.0,1.0,2.37,1.53,2.42,1.54,27.0,14.0,13.0,23.21
6511,56,Shanghai,Shanghai Masters,2010-10-13,Masters 1000,Outdoor,Hard,2nd Round,Zverev M.,Davydenko N.,118.0,6.0,457.0,3945.0,2.0,0.0,4.5,1.16,4.63,1.18,23.0,13.0,10.0,22.18
6512,56,Shanghai,Shanghai Masters,2010-10-13,Masters 1000,Outdoor,Hard,2nd Round,Federer R.,Isner J.,3.0,20.0,6735.0,1850.0,2.0,0.0,1.12,5.5,1.14,5.41,19.0,12.0,7.0,26.66
6513,56,Shanghai,Shanghai Masters,2010-10-14,Masters 1000,Outdoor,Hard,3rd Round,Murray A.,Chardy J.,4.0,59.0,5125.0,820.0,2.0,0.0,1.14,5.0,1.16,5.02,19.0,12.0,7.0,23.57
6514,56,Shanghai,Shanghai Masters,2010-10-14,Masters 1000,Outdoor,Hard,3rd Round,Garcia Lopez G.,Berdych T.,35.0,7.0,1175.0,3715.0,2.0,0.0,3.0,1.36,3.05,1.36,22.0,13.0,9.0,22.7
6515,56,Shanghai,Shanghai Masters,2010-10-14,Masters 1000,Outdoor,Hard,3rd Round,Djokovic N.,Gasquet R.,2.0,31.0,7145.0,1305.0,2.0,0.0,1.14,5.0,1.17,4.82,14.0,12.0,2.0,22.81
6516,56,Shanghai,Shanghai Masters,2010-10-14,Masters 1000,Outdoor,Hard,3rd Round,Tsonga J.W.,Mayer F.,13.0,48.0,2390.0,966.0,2.0,0.0,1.36,3.0,1.36,3.05,21.0,13.0,8.0,22.29
6517,56,Shanghai,Shanghai Masters,2010-10-14,Masters 1000,Outdoor,Hard,3rd Round,Soderling R.,Ferrer D.,5.0,10.0,4825.0,3280.0,2.0,0.0,1.61,2.2,1.66,2.15,22.0,13.0,9.0,22.26
6518,56,Shanghai,Shanghai Masters,2010-10-14,Masters 1000,Outdoor,Hard,3rd Round,Melzer J.,Nadal R.,12.0,1.0,2560.0,12390.0,2.0,1.0,8.0,1.06,8.27,1.07,25.0,15.0,10.0,21.28
6519,56,Shanghai,Shanghai Masters,2010-10-14,Masters 1000,Outdoor,Hard,3rd Round,Monaco J.,Zverev M.,41.0,118.0,1085.0,457.0,2.0,0.0,1.66,2.1,1.73,2.05,14.0,12.0,2.0,22.94
6520,56,Shanghai,Shanghai Masters,2010-10-14,Masters 1000,Outdoor,Hard,3rd Round,Federer R.,Seppi A.,3.0,58.0,6735.0,855.0,2.0,0.0,1.04,10.0,1.05,9.82,19.0,12.0,7.0,23.49
6521,56,Shanghai,Shanghai Masters,2010-10-15,Masters 1000,Outdoor,Hard,Quarterfinals,Murray A.,Tsonga J.W.,4.0,13.0,5125.0,2390.0,2.0,0.0,1.3,3.4,1.33,3.22,16.0,12.0,4.0,23.78
6522,56,Shanghai,Shanghai Masters,2010-10-15,Masters 1000,Outdoor,Hard,Quarterfinals,Djokovic N.,Garcia Lopez G.,2.0,35.0,7145.0,1175.0,2.0,0.0,1.06,8.0,1.09,7.13,17.0,12.0,5.0,23.4
6523,56,Shanghai,Shanghai Masters,2010-10-15,Masters 1000,Outdoor,Hard,Quarterfinals,Monaco J.,Melzer J.,41.0,12.0,1085.0,2560.0,2.0,1.0,3.75,1.25,3.55,1.28,33.0,19.0,14.0,22.94
