,atp,location,tournament,date,series,court,surface,round,winner,loser,wrank,lrank,wpts,lpts,wsets,lsets,b365w,b365l,avgw,avgl,total_games,sumw,suml,totg_avg
0,1,Antalya,Antalya Open,2021-01-07,ATP250,Indoor,Hard,1st Round,Basilashvili N.,Arnaboldi A.,40.0,267.0,1395.0,206.0,2.0,1.0,1.5,2.5,1.56,2.42,29.0,17.0,12.0,22.3
1,1,Antalya,Antalya Open,2021-01-07,ATP250,Indoor,Hard,1st Round,Celikbilek A.,Zuk K.,309.0,262.0,150.0,209.0,2.0,0.0,2.5,1.5,2.57,1.5,25.0,14.0,11.0,25.0
2,1,Antalya,Antalya Open,2021-01-07,ATP250,Indoor,Hard,1st Round,Ruusuvuori E.,Vesely J.,87.0,67.0,806.0,928.0,2.0,0.0,1.5,2.5,1.52,2.53,22.0,13.0,9.0,23.69
3,1,Antalya,Antalya Open,2021-01-07,ATP250,Indoor,Hard,1st Round,Bublik A.,Caruso S.,49.0,76.0,1090.0,858.0,2.0,0.0,1.61,2.2,1.72,2.11,18.0,12.0,6.0,22.89
4,1,Antalya,Antalya Open,2021-01-07,ATP250,Indoor,Hard,1st Round,Goffin D.,Herbert P.H.,16.0,83.0,2555.0,822.0,2.0,1.0,1.4,2.75,1.44,2.78,27.0,16.0,11.0,24.2
5,1,Antalya,Antalya Open,2021-01-07,ATP250,Indoor,Hard,1st Round,Travaglia S.,Kecmanovic M.,75.0,42.0,869.0,1328.0,2.0,1.0,2.62,1.44,2.71,1.45,23.0,13.0,10.0,22.32
6,1,Antalya,Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,Struff J.L.,Kotov P.,37.0,269.0,1450.0,205.0,2.0,0.0,1.22,4.0,1.22,4.16,19.0,12.0,7.0,23.0
7,1,Antalya,Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,Lamasine T.,Gerasimov E.,271.0,78.0,204.0,840.0,2.0,0.0,5.0,1.16,5.12,1.16,21.0,13.0,8.0,24.32
8,1,Antalya,Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,Andreev A.,Ilhan M.,564.0,571.0,52.0,51.0,2.0,0.0,1.2,4.33,1.22,4.24,19.0,12.0,7.0,21.67
9,1,Antalya,Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,Grenier H.,Molcan A.,250.0,313.0,220.0,145.0,2.0,0.0,1.8,1.9,1.87,1.92,22.0,13.0,9.0,21.5
10,1,Antalya,Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,Berrettini M.,Kirkin E.,10.0,446.0,3085.0,83.0,2.0,0.0,1.03,15.0,1.02,13.94,16.0,12.0,4.0,23.0
11,1,Antalya,Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,Chardy J.,Albot R.,72.0,85.0,880.0,817.0,2.0,0.0,2.0,1.72,2.11,1.71,19.0,12.0,7.0,22.88
12,1,Antalya,Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,De Minaur A.,Jaziri M.,23.0,249.0,1860.0,220.0,2.0,0.0,1.04,13.0,1.03,12.68,15.0,12.0,3.0,22.85
13,1,Antalya,Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,Fognini F.,Vrbensky M.,17.0,311.0,2400.0,148.0,2.0,0.0,1.4,2.75,1.43,2.8,23.0,13.0,10.0,23.0
14,1,Antalya,Antalya Open,2021-01-09,ATP250,Indoor,Hard,2nd Round,De Minaur A.,Andreev A.,23.0,564.0,1860.0,52.0,2.0,0.0,1.08,8.0,1.07,8.57,16.0,12.0,4.0,22.29
15,1,Antalya,Antalya Open,2021-01-09,ATP250,Indoor,Hard,2nd Round,Basilashvili N.,Celikbilek A.,40.0,309.0,1395.0,150.0,2.0,0.0,1.4,2.75,1.41,2.87,23.0,13.0,10.0,22.83
16,1,Antalya,Antalya Open,2021-01-09,ATP250,Indoor,Hard,2nd Round,Travaglia S.,Ruusuvuori E.,75.0,87.0,869.0,806.0,2.0,0.0,2.62,1.44,2.61,1.49,22.0,13.0,9.0,23.48
17,1,Antalya,Antalya Open,2021-01-09,ATP250,Indoor,Hard,2nd Round,Goffin D.,Kuhn N.,16.0,253.0,2555.0,219.0,2.0,0.0,1.11,6.5,1.1,6.82,14.0,12.0,2.0,23.67
18,1,Antalya,Antalya Open,2021-01-10,ATP250,Indoor,Hard,2nd Round,Chardy J.,Fognini F.,72.0,17.0,880.0,2400.0,2.0,1.0,2.2,1.61,2.2,1.66,39.0,20.0,19.0,22.58
19,1,Antalya,Antalya Open,2021-01-10,ATP250,Indoor,Hard,2nd Round,Bublik A.,Lamasine T.,49.0,271.0,1090.0,204.0,2.0,0.0,1.18,4.5,1.21,4.35,18.0,12.0,6.0,22.38
20,1,Antalya,Antalya Open,2021-01-10,ATP250,Indoor,Hard,2nd Round,Berrettini M.,Kuzmanov D.,10.0,298.0,3085.0,166.0,2.0,0.0,1.07,9.0,1.07,8.72,17.0,12.0,5.0,21.67
21,1,Antalya,Antalya Open,2021-01-11,ATP250,Indoor,Hard,Quarterfinals,Goffin D.,Travaglia S.,16.0,75.0,2555.0,869.0,2.0,0.0,1.33,3.4,1.34,3.25,17.0,12.0,5.0,25.21
22,1,Antalya,Antalya Open,2021-01-11,ATP250,Indoor,Hard,Quarterfinals,Chardy J.,Struff J.L.,72.0,37.0,880.0,1450.0,2.0,1.0,2.62,1.5,2.65,1.48,31.0,17.0,14.0,23.71
23,1,Antalya,Antalya Open,2021-01-11,ATP250,Indoor,Hard,Quarterfinals,Bublik A.,Berrettini M.,49.0,10.0,1090.0,3085.0,2.0,0.0,4.0,1.25,3.49,1.3,23.0,13.0,10.0,23.65
24,1,Antalya,Antalya Open,2021-01-11,ATP250,Indoor,Hard,Quarterfinals,De Minaur A.,Basilashvili N.,23.0,40.0,1860.0,1395.0,2.0,0.0,1.11,6.5,1.11,6.76,18.0,12.0,6.0,23.6
25,1,Antalya,Antalya Open,2021-01-12,ATP250,Indoor,Hard,Semifinals,De Minaur A.,Goffin D.,23.0,16.0,1860.0,2555.0,2.0,1.0,1.53,2.5,1.57,2.41,27.0,15.0,12.0,23.06
26,1,Antalya,Antalya Open,2021-01-12,ATP250,Indoor,Hard,Semifinals,Bublik A.,Chardy J.,49.0,72.0,1090.0,880.0,2.0,1.0,1.4,3.0,1.44,2.8,32.0,18.0,14.0,23.57
27,2,Delray Beach,Delray Beach Open,2021-01-07,ATP250,Outdoor,Hard,1st Round,Monteiro T.,Bellucci T.,84.0,281.0,820.0,185.0,2.0,0.0,1.36,3.0,1.36,3.1,21.0,13.0,8.0,24.31
28,2,Delray Beach,Delray Beach Open,2021-01-07,ATP250,Outdoor,Hard,1st Round,Paul T.,Nam J.S.,52.0,268.0,1080.0,205.0,2.0,0.0,1.12,6.0,1.13,6.0,17.0,12.0,5.0,21.0
29,2,Delray Beach,Delray Beach Open,2021-01-07,ATP250,Outdoor,Hard,1st Round,Mager G.,Harrison R.,101.0,481.0,733.0,73.0,2.0,1.0,2.0,1.72,2.18,1.68,26.0,15.0,11.0,23.88
30,2,Delray Beach,Delray Beach Open,2021-01-07,ATP250,Outdoor,Hard,1st Round,Korda S.,Kwon S.W.,119.0,95.0,566.0,768.0,2.0,0.0,1.72,2.0,1.74,2.09,20.0,12.0,8.0,24.84
31,2,Delray Beach,Delray Beach Open,2021-01-08,ATP250,Outdoor,Hard,1st Round,Querrey S.,Mcdonald M.,56.0,194.0,1065.0,335.0,2.0,0.0,1.8,1.9,1.87,1.92,19.0,12.0,7.0,23.18
32,2,Delray Beach,Delray Beach Open,2021-01-08,ATP250,Outdoor,Hard,1st Round,Harrison C.,Etcheverry T.,280.0,256.0,225.0,216.0,2.0,0.0,1.33,3.25,1.39,3.01,18.0,12.0,6.0,24.33
33,2,Delray Beach,Delray Beach Open,2021-01-08,ATP250,Outdoor,Hard,1st Round,Galan D.,Martin A.,115.0,100.0,606.0,734.0,2.0,0.0,1.4,2.75,1.46,2.7,20.0,12.0,8.0,22.49
34,2,Delray Beach,Delray Beach Open,2021-01-08,ATP250,Outdoor,Hard,1st Round,Quiroz R.,Rubin N.,293.0,251.0,171.0,219.0,2.0,0.0,2.0,1.72,2.07,1.76,22.0,13.0,9.0,24.11
35,2,Delray Beach,Delray Beach Open,2021-01-08,ATP250,Outdoor,Hard,1st Round,Fratangelo B.,King K.,274.0,304.0,195.0,154.0,2.0,0.0,1.5,2.5,1.5,2.57,16.0,12.0,4.0,20.67
36,2,Delray Beach,Delray Beach Open,2021-01-08,ATP250,Outdoor,Hard,1st Round,Norrie C.,Aragone J.C.,74.0,299.0,877.0,165.0,2.0,0.0,1.2,4.33,1.18,4.85,15.0,12.0,3.0,15.0
37,2,Delray Beach,Delray Beach Open,2021-01-08,ATP250,Outdoor,Hard,1st Round,Karlovic I.,Andujar P.,148.0,59.0,444.0,1044.0,2.0,1.0,2.62,1.44,2.72,1.46,31.0,17.0,14.0,22.08
38,2,Delray Beach,Delray Beach Open,2021-01-09,ATP250,Outdoor,Hard,1st Round,Tiafoe F.,Young D.,62.0,327.0,1005.0,135.0,2.0,0.0,1.22,4.0,1.19,4.69,19.0,12.0,7.0,22.68
39,2,Delray Beach,Delray Beach Open,2021-01-09,ATP250,Outdoor,Hard,2nd Round,Mager G.,Querrey S.,101.0,56.0,733.0,1065.0,2.0,0.0,4.0,1.22,3.84,1.25,20.0,13.0,7.0,24.66
40,2,Delray Beach,Delray Beach Open,2021-01-09,ATP250,Outdoor,Hard,2nd Round,Harrison C.,Garin C.,280.0,22.0,225.0,2180.0,2.0,0.0,2.62,1.44,2.55,1.51,21.0,13.0,8.0,23.93
41,2,Delray Beach,Delray Beach Open,2021-01-09,ATP250,Outdoor,Hard,2nd Round,Korda S.,Paul T.,119.0,52.0,566.0,1080.0,2.0,1.0,2.37,1.53,2.45,1.54,27.0,16.0,11.0,24.36
42,2,Delray Beach,Delray Beach Open,2021-01-10,ATP250,Outdoor,Hard,2nd Round,Isner J.,Monteiro T.,25.0,84.0,1850.0,820.0,2.0,0.0,1.5,2.5,1.47,2.67,23.0,13.0,10.0,23.96
43,2,Delray Beach,Delray Beach Open,2021-01-10,ATP250,Outdoor,Hard,2nd Round,Hurkacz H.,Galan D.,35.0,115.0,1518.0,606.0,2.0,0.0,1.36,3.0,1.36,3.12,16.0,12.0,4.0,20.0
44,2,Delray Beach,Delray Beach Open,2021-01-10,ATP250,Outdoor,Hard,2nd Round,Tiafoe F.,Fratangelo B.,62.0,274.0,1005.0,195.0,2.0,1.0,1.3,3.4,1.29,3.53,26.0,15.0,11.0,23.07
45,2,Delray Beach,Delray Beach Open,2021-01-10,ATP250,Outdoor,Hard,2nd Round,Quiroz R.,Karlovic I.,293.0,148.0,171.0,444.0,2.0,0.0,2.1,1.66,2.22,1.66,18.0,12.0,6.0,26.56
46,2,Delray Beach,Delray Beach Open,2021-01-11,ATP250,Outdoor,Hard,2nd Round,Norrie C.,Mannarino A.,74.0,34.0,877.0,1561.0,2.0,0.0,1.8,1.9,1.84,1.95,20.0,13.0,7.0,23.04
47,2,Delray Beach,Delray Beach Open,2021-01-11,ATP250,Outdoor,Hard,Quarterfinals,Harrison C.,Mager G.,280.0,101.0,225.0,733.0,2.0,0.0,1.72,2.1,1.69,2.18,23.0,13.0,10.0,25.67
48,2,Delray Beach,Delray Beach Open,2021-01-11,ATP250,Outdoor,Hard,Quarterfinals,Hurkacz H.,Quiroz R.,35.0,293.0,1518.0,171.0,2.0,0.0,1.16,5.0,1.15,5.4,20.0,12.0,8.0,22.0
49,2,Delray Beach,Delray Beach Open,2021-01-11,ATP250,Outdoor,Hard,Quarterfinals,Korda S.,Isner J.,119.0,25.0,566.0,1850.0,2.0,1.0,2.1,1.72,2.1,1.74,28.0,16.0,12.0,26.66
50,2,Delray Beach,Delray Beach Open,2021-01-12,ATP250,Outdoor,Hard,Quarterfinals,Norrie C.,Tiafoe F.,74.0,62.0,877.0,1005.0,2.0,1.0,2.1,1.72,2.04,1.78,25.0,15.0,10.0,25.46
51,2,Delray Beach,Delray Beach Open,2021-01-12,ATP250,Outdoor,Hard,Semifinals,Hurkacz H.,Harrison C.,35.0,280.0,1518.0,225.0,2.0,0.0,1.36,3.2,1.37,3.13,23.0,13.0,10.0,22.7
52,2,Delray Beach,Delray Beach Open,2021-01-13,ATP250,Outdoor,Hard,Semifinals,Korda S.,Norrie C.,119.0,74.0,566.0,877.0,2.0,0.0,1.66,2.2,1.69,2.17,21.0,13.0,8.0,22.87
53,2,Delray Beach,Delray Beach Open,2021-01-13,ATP250,Outdoor,Hard,The Final,Hurkacz H.,Korda S.,35.0,119.0,1518.0,566.0,2.0,0.0,1.8,2.0,1.81,2.0,18.0,12.0,6.0,22.62
54,3,Melbourne,Great Ocean Road Open,2021-01-31,ATP250,Outdoor,Hard,1st Round,Vukic A.,Lu Y.,195.0,1008.0,334.0,10.0,2.0,0.0,1.16,5.0,1.17,4.95,22.0,13.0,9.0,19.0
55,3,Melbourne,Great Ocean Road Open,2021-01-31,ATP250,Outdoor,Hard,1st Round,Majchrzak K.,Djere L.,109.0,56.0,690.0,1068.0,2.0,0.0,1.4,2.75,1.44,2.76,19.0,12.0,7.0,23.62
56,3,Melbourne,Great Ocean Road Open,2021-01-31,ATP250,Outdoor,Hard,1st Round,Bedene A.,Uchiyama Y.,58.0,106.0,1055.0,701.0,2.0,0.0,1.4,2.75,1.33,3.29,26.0,14.0,12.0,22.2
57,3,Melbourne,Great Ocean Road Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,O Connell C.,Koepfer D.,121.0,68.0,565.0,931.0,2.0,1.0,2.25,1.57,2.27,1.62,29.0,17.0,12.0,21.74
58,3,Melbourne,Great Ocean Road Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,Purcell M.,Gombos N.,238.0,89.0,241.0,797.0,2.0,0.0,2.62,1.44,2.76,1.44,20.0,12.0,8.0,23.57
59,3,Melbourne,Great Ocean Road Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,Kwon S.W.,Martin A.,97.0,102.0,768.0,734.0,2.0,1.0,1.25,3.75,1.26,3.81,35.0,19.0,16.0,22.49
60,3,Melbourne,Great Ocean Road Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,Travaglia S.,Carballes Baena R.,71.0,98.0,894.0,751.0,2.0,1.0,1.36,3.0,1.41,2.86,33.0,16.0,17.0,22.52
61,3,Melbourne,Great Ocean Road Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,Anderson K.,Lopez F.,82.0,63.0,825.0,998.0,2.0,0.0,1.44,2.62,1.4,2.9,22.0,13.0,9.0,24.76
62,3,Melbourne,Great Ocean Road Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,Caruso S.,Seppi A.,76.0,107.0,858.0,699.0,2.0,0.0,1.72,2.0,1.72,2.11,25.0,14.0,11.0,23.49
63,3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,Sandgren T.,Smith J.P.,50.0,318.0,1088.0,143.0,2.0,1.0,1.53,2.37,1.66,2.21,31.0,17.0,14.0,22.48
64,3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,Herbert P.H.,Cressy M.,84.0,171.0,822.0,389.0,2.0,1.0,1.44,2.62,1.46,2.71,38.0,20.0,18.0,25.67
65,3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,Cuevas P.,Andujar P.,70.0,59.0,927.0,1044.0,2.0,0.0,2.1,1.66,2.14,1.7,18.0,12.0,6.0,22.08
66,3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,Sweeny D.,Nam J.S.,797.0,273.0,22.0,205.0,2.0,0.0,2.25,1.57,2.1,1.72,25.0,14.0,11.0,21.0
67,3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,Thompson J.,Mager G.,52.0,96.0,1084.0,770.0,2.0,1.0,1.4,2.75,1.38,3.01,29.0,16.0,13.0,25.67
68,3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,Haase R.,Coppejans K.,198.0,178.0,330.0,368.0,2.0,0.0,1.57,2.25,1.63,2.25,19.0,12.0,7.0,21.14
69,3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,Querrey S.,Laaksonen H.,51.0,136.0,1085.0,492.0,2.0,1.0,1.5,2.5,1.53,2.48,29.0,17.0,12.0,22.9
70,3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,Torpegaard M.,Martinez P.,193.0,87.0,340.0,810.0,2.0,0.0,2.25,1.57,2.34,1.59,22.0,13.0,9.0,22.81
71,3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,Ebden M.,Delbonis F.,320.0,77.0,141.0,851.0,2.0,0.0,,,2.65,1.45,22.0,13.0,9.0,23.72
72,3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,Vilella Martinez M.,Hanfmann Y.,188.0,101.0,346.0,736.0,2.0,0.0,2.37,1.53,2.52,1.51,23.0,13.0,10.0,24.22
73,3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,Stebe C.M.,Dellien H.,128.0,112.0,534.0,646.0,2.0,0.0,1.2,4.33,1.24,4.04,20.0,12.0,8.0,23.32
74,3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,Stakhovsky S.,Safiullin R.,201.0,182.0,329.0,357.0,2.0,1.0,3.0,1.36,2.86,1.41,32.0,18.0,14.0,22.25
75,3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,Monteiro T.,Fancutt T.,83.0,562.0,824.0,53.0,2.0,0.0,1.14,5.5,1.15,5.53,20.0,12.0,8.0,20.0
76,3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,Van De Zandschulp B.,Schoolkate T.,159.0,844.0,423.0,18.0,2.0,0.0,1.33,3.25,1.36,3.1,22.0,13.0,9.0,22.0
77,3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,Sinner J.,Vukic A.,36.0,195.0,1464.0,334.0,2.0,0.0,1.14,5.5,1.13,5.91,18.0,12.0,6.0,24.0
78,3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,Caruso S.,Sandgren T.,76.0,50.0,858.0,1088.0,2.0,1.0,1.8,1.9,1.8,2.01,30.0,18.0,12.0,24.03
79,3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,Bedene A.,Sweeny D.,58.0,797.0,1055.0,22.0,2.0,0.0,1.14,5.5,1.14,5.56,16.0,12.0,4.0,20.5
80,3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,Hurkacz H.,Torpegaard M.,29.0,193.0,1735.0,340.0,2.0,0.0,1.22,4.0,1.25,3.92,19.0,12.0,7.0,23.0
81,3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,Kecmanovic M.,Kwon S.W.,42.0,97.0,1328.0,768.0,2.0,0.0,1.53,2.37,1.63,2.26,19.0,12.0,7.0,24.84
82,3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,Travaglia S.,Querrey S.,71.0,51.0,894.0,1085.0,2.0,1.0,2.1,1.66,2.18,1.68,32.0,18.0,14.0,24.66
83,3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,Cuevas P.,Haase R.,70.0,198.0,927.0,330.0,2.0,0.0,2.2,1.61,2.19,1.67,21.0,13.0,8.0,24.34
84,3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,Thompson J.,Herbert P.H.,52.0,84.0,1084.0,822.0,2.0,1.0,1.57,2.25,1.65,2.22,28.0,15.0,13.0,24.2
85,3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,Monteiro T.,Ebden M.,83.0,320.0,824.0,141.0,2.0,1.0,1.53,2.37,1.6,2.32,32.0,18.0,14.0,22.97
86,3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,Van De Zandschulp B.,Majchrzak K.,159.0,109.0,423.0,690.0,2.0,1.0,2.0,1.72,2.12,1.71,29.0,15.0,14.0,22.38
87,3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,Opelka R.,Stakhovsky S.,40.0,201.0,1402.0,329.0,2.0,0.0,1.33,3.25,1.31,3.35,23.0,13.0,10.0,23.54
88,3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,Bublik A.,O Connell C.,45.0,121.0,1220.0,565.0,2.0,1.0,1.5,2.5,1.51,2.53,36.0,19.0,17.0,30.4
89,3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,Vilella Martinez M.,Basilashvili N.,188.0,39.0,346.0,1405.0,2.0,0.0,2.25,1.57,2.2,1.66,21.0,13.0,8.0,23.6
90,3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,Khachanov K.,Purcell M.,20.0,238.0,2245.0,241.0,2.0,0.0,1.14,5.5,1.13,5.71,22.0,13.0,9.0,19.67
91,3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,Alcaraz C.,Goffin D.,146.0,14.0,464.0,2600.0,2.0,0.0,3.25,1.33,3.32,1.32,18.0,12.0,6.0,23.06
92,3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,Anderson K.,Stebe C.M.,82.0,128.0,825.0,534.0,2.0,0.0,1.2,4.33,1.2,4.38,18.0,12.0,6.0,21.75
93,3,Melbourne,Great Ocean Road Open,2021-02-04,ATP250,Outdoor,Hard,3rd Round,Thompson J.,Vilella Martinez M.,52.0,188.0,1084.0,346.0,2.0,0.0,1.3,3.5,1.34,3.23,20.0,12.0,8.0,20.6
94,3,Melbourne,Great Ocean Road Open,2021-02-04,ATP250,Outdoor,Hard,3rd Round,Monteiro T.,Alcaraz C.,83.0,146.0,824.0,464.0,2.0,0.0,3.2,1.36,2.97,1.39,22.0,13.0,9.0,24.3
95,3,Melbourne,Great Ocean Road Open,2021-02-04,ATP250,Outdoor,Hard,3rd Round,Khachanov K.,Anderson K.,20.0,82.0,2245.0,825.0,2.0,0.0,2.3,1.61,2.33,1.6,22.0,13.0,9.0,24.44
96,3,Melbourne,Great Ocean Road Open,2021-02-04,ATP250,Outdoor,Hard,3rd Round,Sinner J.,Bedene A.,36.0,58.0,1464.0,1055.0,2.0,0.0,1.25,4.0,1.26,3.75,21.0,13.0,8.0,24.11
97,3,Melbourne,Great Ocean Road Open,2021-02-04,ATP250,Outdoor,Hard,3rd Round,Van De Zandschulp B.,Opelka R.,159.0,40.0,423.0,1402.0,2.0,0.0,3.0,1.4,2.73,1.45,26.0,14.0,12.0,26.92
98,3,Melbourne,Great Ocean Road Open,2021-02-04,ATP250,Outdoor,Hard,3rd Round,Kecmanovic M.,Caruso S.,42.0,76.0,1328.0,858.0,2.0,1.0,1.44,2.75,1.44,2.76,37.0,19.0,18.0,22.89
99,3,Melbourne,Great Ocean Road Open,2021-02-04,ATP250,Outdoor,Hard,3rd Round,Travaglia S.,Bublik A.,71.0,45.0,894.0,1220.0,2.0,0.0,2.2,1.66,2.25,1.64,19.0,13.0,6.0,24.12
100,3,Melbourne,Great Ocean Road Open,2021-02-05,ATP250,Outdoor,Hard,3rd Round,Hurkacz H.,Cuevas P.,29.0,70.0,1735.0,927.0,2.0,0.0,1.22,4.33,1.24,4.03,24.0,14.0,10.0,23.86
101,3,Melbourne,Great Ocean Road Open,2021-02-05,ATP250,Outdoor,Hard,Quarterfinals,Monteiro T.,Thompson J.,83.0,52.0,824.0,1084.0,2.0,0.0,2.75,1.44,2.51,1.51,20.0,12.0,8.0,23.9
102,3,Melbourne,Great Ocean Road Open,2021-02-05,ATP250,Outdoor,Hard,Quarterfinals,Sinner J.,Kecmanovic M.,36.0,42.0,1464.0,1328.0,2.0,0.0,1.28,3.75,1.27,3.77,23.0,13.0,10.0,22.32
103,3,Melbourne,Great Ocean Road Open,2021-02-05,ATP250,Outdoor,Hard,Quarterfinals,Khachanov K.,Van De Zandschulp B.,20.0,159.0,2245.0,423.0,2.0,1.0,1.3,3.5,1.29,3.54,34.0,19.0,15.0,26.8
104,3,Melbourne,Great Ocean Road Open,2021-02-05,ATP250,Outdoor,Hard,Quarterfinals,Travaglia S.,Hurkacz H.,71.0,29.0,894.0,1735.0,2.0,1.0,3.0,1.4,2.9,1.4,30.0,16.0,14.0,23.6
105,3,Melbourne,Great Ocean Road Open,2021-02-06,ATP250,Outdoor,Hard,Semifinals,Travaglia S.,Monteiro T.,71.0,83.0,894.0,824.0,2.0,0.0,1.72,2.1,1.72,2.12,19.0,12.0,7.0,23.96
106,3,Melbourne,Great Ocean Road Open,2021-02-06,ATP250,Outdoor,Hard,Semifinals,Sinner J.,Khachanov K.,36.0,20.0,1464.0,2245.0,2.0,1.0,1.44,2.75,1.41,2.89,36.0,18.0,18.0,24.52
107,3,Melbourne,Great Ocean Road Open,2021-02-07,ATP250,Outdoor,Hard,The Final,Sinner J.,Travaglia S.,36.0,71.0,1464.0,894.0,2.0,0.0,1.25,4.0,1.23,4.21,23.0,13.0,10.0,25.21
108,4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,Moutet C.,Tiafoe F.,80.0,62.0,838.0,1005.0,2.0,1.0,3.0,1.36,2.93,1.39,29.0,15.0,14.0,25.46
109,4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,Gerasimov E.,Harris L.,78.0,91.0,840.0,793.0,2.0,0.0,1.8,1.9,2.09,1.74,21.0,13.0,8.0,24.39
110,4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,Paul T.,Norrie C.,53.0,67.0,1080.0,935.0,2.0,1.0,1.57,2.25,1.7,2.14,32.0,17.0,15.0,22.87
111,4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,Mcdonald M.,Gasquet R.,194.0,48.0,335.0,1155.0,2.0,0.0,2.62,1.44,2.65,1.47,25.0,14.0,11.0,22.81
112,4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,Coria F.,Albot R.,92.0,85.0,783.0,817.0,2.0,0.0,3.5,1.28,3.55,1.29,23.0,13.0,10.0,22.88
113,4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,Kubler J.,Sonego L.,265.0,34.0,210.0,1588.0,2.0,1.0,3.0,1.36,2.92,1.4,28.0,15.0,13.0,23.78
114,4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,Fucsovics M.,Cecchinato M.,55.0,79.0,1072.0,838.0,2.0,0.0,1.14,5.5,1.16,5.03,22.0,13.0,9.0,23.33
115,4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,Sousa P.,Tu L.,108.0,,698.0,,2.0,0.0,2.75,1.4,2.55,1.5,23.0,13.0,10.0,23.0
